DUMMY,taxon_order,category,species_code,primary_com_name,sci_name
,27043,issf,gybwow6,Gray-breasted Wood-Wren (meridana),Henicorhina leucophrys meridana
,27044,issf,gybwow7,Gray-breasted Wood-Wren (venezuelensis),Henicorhina leucophrys venezuelensis
,27045,issf,gybwow9,Gray-breasted Wood-Wren (hilaris),Henicorhina leucophrys hilaris
,27046,issf,gybwow8,Gray-breasted Wood-Wren (Andean),Henicorhina leucophrys leucophrys/boliviana
,27049,species,gybwow3,Hermit Wood-Wren,Henicorhina anachoreta
,27050,species,munwow1,Munchique Wood-Wren,Henicorhina negreti
,27051,spuh,woodwr1,wood-wren sp.,Henicorhina sp.
,27052,species,chbwre1,Chestnut-breasted Wren,Cyphorhinus thoracicus
,27053,issf,chbwre2,Chestnut-breasted Wren (Northern),Cyphorhinus thoracicus dichrous
,27054,issf,chbwre3,Chestnut-breasted Wren (Southern),Cyphorhinus thoracicus thoracicus
,27055,species,sonwre1,Song Wren,Cyphorhinus phaeocephalus
,27061,species,muswre2,Musician Wren,Cyphorhinus arada
,27062,issf,muswre1,Musician Wren (Imeri),Cyphorhinus arada transfluvialis
,27063,issf,muswre3,Musician Wren (Gray-eared),Cyphorhinus arada salvini
,27064,issf,muswre4,Musician Wren (Musician),Cyphorhinus arada arada
,27065,issf,muswre5,Musician Wren (Gray-flanked),Cyphorhinus arada griseolateralis
,27066,issf,muswre6,Musician Wren (Rondonia),Cyphorhinus arada interpositus
,27067,issf,muswre7,Musician Wren (Ferruginous),Cyphorhinus arada modulator
,27068,spuh,wren1,wren sp.,Troglodytidae sp.
,27070,species,spwbab1,Spotted Elachura,Elachura formosa
,27072,species,whtdip1,White-throated Dipper,Cinclus cinclus
,27086,species,brodip1,Brown Dipper,Cinclus pallasii
,27090,species,amedip,American Dipper,Cinclus mexicanus
,27091,issf,amedip1,American Dipper (Northern),Cinclus mexicanus [mexicanus Group]
,27095,issf,amedip2,American Dipper (Costa Rican),Cinclus mexicanus ardesiacus
,27096,species,whcdip1,White-capped Dipper,Cinclus leucocephalus
,27097,issf,whcdip2,White-capped Dipper (Santa Marta),Cinclus leucocephalus rivularis
,27098,issf,whcdip3,White-capped Dipper (White-bellied),Cinclus leucocephalus leuconotus
,27099,issf,whcdip4,White-capped Dipper (White-capped),Cinclus leucocephalus leucocephalus
,27100,species,rutdip1,Rufous-throated Dipper,Cinclus schulzii
,27102,species,reboxp1,Red-billed Oxpecker,Buphagus erythrorynchus
,27103,species,yeboxp1,Yellow-billed Oxpecker,Buphagus africanus
,27106,slash,y00825,Red-billed/Yellow-billed Oxpecker,Buphagus erythrorynchus/africanus
,27108,species,stsrha2,Stripe-sided Rhabdornis,Rhabdornis mystacalis
,27111,species,lobrha1,Long-billed Rhabdornis,Rhabdornis grandis
,27112,species,stbrha1,Stripe-breasted Rhabdornis,Rhabdornis inornatus
,27116,species,visrha1,Visayan Rhabdornis,Rhabdornis rabori
,27117,species,fibmyn1,Fiery-browed Myna,Enodes erythrophris
,27118,species,fibmyn2,Finch-billed Myna,Scissirostrum dubium
,27119,species,metsta1,Metallic Starling,Aplonis metallica
,27120,issf,metsta3,Metallic Starling (Violet-hooded),Aplonis metallica circumscripta
,27121,issf,metsta2,Metallic Starling (Metallic),Aplonis metallica [metallica Group]
,27126,species,yeesta1,Yellow-eyed Starling,Aplonis mystacea
,27127,species,tansta1,Tanimbar Starling,Aplonis crassa
,27128,species,atosta1,Atoll Starling,Aplonis feadensis
,27131,species,rensta1,Rennell Starling,Aplonis insularis
,27132,species,lotsta1,Long-tailed Starling,Aplonis magna
,27135,species,whesta2,White-eyed Starling,Aplonis brunneicapillus
,27136,species,brwsta1,Brown-winged Starling,Aplonis grandis
,27140,species,sacsta1,Makira Starling,Aplonis dichroa
,27141,species,ruwsta1,Rusty-winged Starling,Aplonis zelandica
,27145,species,strsta1,Striated Starling,Aplonis striata
,27148,species,pohsta1,Pohnpei Starling,Aplonis pelzelni
,27149,species,sinsta1,Singing Starling,Aplonis cantoroides
,27150,species,mousta1,Mountain Starling,Aplonis santovestris
,27151,species,asgsta1,Asian Glossy Starling,Aplonis panayensis
,27166,species,molsta1,Moluccan Starling,Aplonis mysolensis
,27169,species,shtsta1,Short-tailed Starling,Aplonis minor
,27170,species,micsta1,Micronesian Starling,Aplonis opaca
,27178,species,polsta1,Polynesian Starling,Aplonis tabuensis
,27179,issf,polsta2,Polynesian Starling (Polynesian),Aplonis tabuensis [tabuensis Group]
,27191,issf,polsta3,Polynesian Starling (Manua),Aplonis tabuensis manuae
,27192,species,samsta1,Samoan Starling,Aplonis atrifusca
,27193,species,kossta1,Kosrae Starling,Aplonis corvina
,27194,species,rarsta1,Rarotonga Starling,Aplonis cinerascens
,27195,species,myssta1,Mysterious Starling,Aplonis mavornata
,27196,species,norsta1,Norfolk Starling,Aplonis fusca
,27197,species,raista2,Raiatea Starling,Aplonis ulietensis
,27198,spuh,aploni1,Aplonis sp.,Aplonis sp.
,27199,species,sulmyn1,Sulawesi Myna,Basilornis celebensis
,27200,species,helmyn1,Helmeted Myna,Basilornis galeatus
,27201,species,locmyn1,Long-crested Myna,Basilornis corythaix
,27202,species,apomyn2,Apo Myna,Goodfellowia miranda
,27203,species,coleto1,Coleto,Sarcops calvus
,27207,species,whnmyn1,White-necked Myna,Streptocitta albicollis
,27208,issf,whnmyn2,White-necked Myna (Northern),Streptocitta albicollis torquata
,27209,issf,whnmyn3,White-necked Myna (Southern),Streptocitta albicollis albicollis
,27210,species,baemyn1,Bare-eyed Myna,Streptocitta albertinae
,27211,species,yefmyn1,Yellow-faced Myna,Mino dumontii
,27212,species,golmyn1,Golden Myna,Mino anais
,27216,species,lotmyn1,Long-tailed Myna,Mino kreffti
,27217,species,gocmyn1,Golden-crested Myna,Ampeliceps coronatus
,27218,species,ceymyn1,Sri Lanka Myna,Gracula ptilogenys
,27219,species,hilmyn,Common Hill Myna,Gracula religiosa
,27220,issf,cohmyn1,Common Hill Myna (Common),Gracula religiosa [religiosa Group]
,27227,issf,cohmyn9,Common Hill Myna (Simeulue),Gracula religiosa miotera
,27228,issf,niamyn1,Common Hill Myna (Nias),Gracula religiosa robusta
,27229,issf,engmyn1,Common Hill Myna (Enggano),Gracula religiosa enganensis
,27230,species,cohmyn2,Tenggara Hill Myna,Gracula venerata
,27231,species,sohmyn1,Southern Hill Myna,Gracula indica
,27232,species,eursta,European Starling,Sturnus vulgaris
,27245,species,sposta1,Spotless Starling,Sturnus unicolor
,27246,slash,y00626,European/Spotless Starling,Sturnus vulgaris/unicolor
,27247,species,watsta1,Wattled Starling,Creatophora cinerea
,27248,species,rossta2,Rosy Starling,Pastor roseus
,27249,species,dausta1,Daurian Starling,Agropsar sturninus
,27250,species,chcsta1,Chestnut-cheeked Starling,Agropsar philippensis
,27251,slash,y00756,Daurian/Chestnut-cheeked Starling,Agropsar sturninus/philippensis
,27252,species,bkcsta1,Black-collared Starling,Gracupica nigricollis
,27253,species,aspsta2,Indian Pied Starling,Gracupica contra
,27257,species,aspsta7,Siamese Pied Starling,Gracupica floweri
,27258,species,aspsta3,Javan Pied Starling,Gracupica jalla
,27259,spuh,piesta1,pied starling sp.,Gracupica contra/floweri/jalla
,27260,species,whfsta2,White-faced Starling,Sturnornis albofrontatus
,27261,species,balmyn1,Bali Myna,Leucopsar rothschildi
,27262,species,rodsta2,Rodrigues Starling,Necropsar rodericanus
,27263,species,reusta1,Reunion Starling,Fregilupus varius
,27264,species,whssta2,White-shouldered Starling,Sturnia sinensis
,27265,species,brasta1,Brahminy Starling,Sturnia pagodarum
,27266,species,chtsta2,Chestnut-tailed Starling,Sturnia malabarica
,27267,issf,chtsta1,Chestnut-tailed Starling (Western),Sturnia malabarica malabarica
,27268,issf,chtsta3,Chestnut-tailed Starling (Eastern),Sturnia malabarica nemoricola
,27269,hybrid,x01027,Indian Pied Starling x Chestnut-tailed Starling (hybrid),Gracupica contra x Sturnia malabarica
,27270,species,malsta1,Malabar Starling,Sturnia blythii
,27271,slash,y00824,Chestnut-tailed/Malabar Starling,Sturnia malabarica/blythii
,27272,species,whhsta2,White-headed Starling,Sturnia erythropygia
,27276,species,rebsta1,Red-billed Starling,Spodiopsar sericeus
,27277,species,whcsta1,White-cheeked Starling,Spodiopsar cineraceus
,27278,species,commyn,Common Myna,Acridotheres tristis
,27281,species,banmyn1,Bank Myna,Acridotheres ginginianus
,27282,species,vibsta1,Burmese Myna,Acridotheres burmannicus
,27283,species,vibsta4,Vinous-breasted Myna,Acridotheres leucocephalus
,27284,slash,vibsta3,Burmese/Vinous-breasted Myna,Acridotheres burmannicus/leucocephalus
,27285,species,bkwsta1,Black-winged Myna,Acridotheres melanopterus
,27286,issf,bkwsta2,Black-winged Myna (Black-winged),Acridotheres melanopterus melanopterus
,27287,issf,bkwsta3,Black-winged Myna (Gray-backed),Acridotheres melanopterus tricolor
,27288,issf,bkwsta4,Black-winged Myna (Gray-rumped),Acridotheres melanopterus tertius
,27289,species,junmyn1,Jungle Myna,Acridotheres fuscus
,27294,slash,y00823,Common/Jungle Myna,Acridotheres tristis/fuscus
,27295,species,whvmyn,Javan Myna,Acridotheres javanicus
,27296,hybrid,x01028,Jungle x Javan Myna (hybrid),Acridotheres fuscus x javanicus
,27297,species,pabmyn1,Pale-bellied Myna,Acridotheres cinereus
,27298,species,colmyn1,Collared Myna,Acridotheres albocinctus
,27299,species,whvmyn1,Great Myna,Acridotheres grandis
,27300,hybrid,x00468,Black-collared Starling x Great Myna (hybrid),Gracupica nigricollis x Acridotheres grandis
,27301,hybrid,x00469,Common x Great Myna (hybrid),Acridotheres tristis x grandis
,27302,hybrid,x01029,Jungle x Great Myna (hybrid),Acridotheres fuscus x grandis
,27303,hybrid,x00893,Javan x Great Myna (hybrid),Acridotheres javanicus x grandis
,27304,species,cremyn,Crested Myna,Acridotheres cristatellus
,27308,hybrid,x01030,Common x Crested Myna (hybrid),Acridotheres tristis x cristatellus
,27309,hybrid,x01031,Collared x Crested Myna (hybrid),Acridotheres albocinctus x cristatellus
,27310,slash,y01011,Jungle/Crested Myna,Acridotheres fuscus/cristatellus
,27311,spuh,blkmyn1,black myna sp.,Acridotheres sp. (black myna sp.)
,27312,spuh,acrido1,Acridotheres sp.,Acridotheres sp.
,27313,species,madsta1,Madagascar Starling,Hartlaubius auratus
,27314,species,vibsta2,Violet-backed Starling,Cinnyricinclus leucogaster
,27318,species,slbsta1,Slender-billed Starling,Onychognathus tenuirostris
,27321,species,pawsta1,Pale-winged Starling,Onychognathus nabouroup
,27322,species,neusta1,Neumann's Starling,Onychognathus neumanni
,27325,species,rewsta1,Red-winged Starling,Onychognathus morio
,27328,species,chwsta1,Chestnut-winged Starling,Onychognathus fulgidus
,27329,issf,chwsta2,Chestnut-winged Starling (Chestnut-winged),Onychognathus fulgidus fulgidus
,27330,issf,chwsta3,Chestnut-winged Starling (Hartlaub's),Onychognathus fulgidus hartlaubii/intermedius
,27333,species,walsta1,Waller's Starling,Onychognathus walleri
,27334,issf,walsta3,Waller's Starling (Preuss's),Onychognathus walleri preussi
,27335,issf,walsta4,Waller's Starling (Albertine),Onychognathus walleri elgonensis
,27336,issf,walsta5,Waller's Starling (Waller's),Onychognathus walleri walleri
,27337,species,trista1,Tristram's Starling,Onychognathus tristramii
,27338,species,whbsta1,White-billed Starling,Onychognathus albirostris
,27339,species,brcsta1,Bristle-crowned Starling,Onychognathus salvadorii
,27340,species,somsta1,Somali Starling,Onychognathus blythii
,27341,species,socsta1,Socotra Starling,Onychognathus frater
,27342,species,spwsta1,Spot-winged Starling,Saroglossa spilopterus
,27343,species,babsta1,Babbling Starling,Neocichla gutturalis
,27344,issf,babsta2,Babbling Starling (Western),Neocichla gutturalis gutturalis
,27345,issf,babsta3,Babbling Starling (Eastern),Neocichla gutturalis angusta
,27346,species,whcsta2,White-collared Starling,Grafisia torquata
,27347,species,magsta1,Magpie Starling,Speculipastor bicolor
,27348,species,shasta2,Sharpe's Starling,Pholia sharpii
,27349,species,abbsta2,Abbott's Starling,Arizelopsar femoralis
,27350,species,natsta1,Narrow-tailed Starling,Poeoptera lugubris
,27351,species,stusta1,Stuhlmann's Starling,Poeoptera stuhlmanni
,27352,species,kensta1,Kenrick's Starling,Poeoptera kenricki
,27355,species,bbgsta1,Black-bellied Starling,Notopholia corusca
,27358,species,phgsta1,Purple-headed Starling,Hylopsar purpureiceps
,27359,species,ctgsta1,Copper-tailed Starling,Hylopsar cupreocauda
,27360,species,hilsta1,Hildebrandt's Starling,Lamprotornis hildebrandti
,27361,species,shesta1,Shelley's Starling,Lamprotornis shelleyi
,27362,species,bugsta1,Burchell's Starling,Lamprotornis australis
,27363,species,ruegls1,Rüppell's Starling,Lamprotornis purpuroptera
,27366,species,ltgsta1,Long-tailed Glossy Starling,Lamprotornis caudatus
,27367,species,megsta1,Meves's Starling,Lamprotornis mevesii
,27368,issf,mevgls1,Meves's Starling (Meves's),Lamprotornis mevesii mevesii
,27369,issf,mevsta1,Meves's Starling (Cunene),Lamprotornis mevesii violacior
,27370,issf,mevgls2,Meves's Starling (Benguela),Lamprotornis mevesii benguelensis
,27371,species,ashsta2,Ashy Starling,Lamprotornis unicolor
,27372,species,spgsta1,Splendid Starling,Lamprotornis splendidus
,27377,species,prgsta1,Principe Starling,Lamprotornis ornatus
,27378,species,gobsta5,Golden-breasted Starling,Lamprotornis regius
,27379,species,supsta1,Superb Starling,Lamprotornis superbus
,27380,species,chbsta1,Chestnut-bellied Starling,Lamprotornis pulcher
,27381,species,afpsta1,African Pied Starling,Lamprotornis bicolor
,27382,species,whcsta3,White-crowned Starling,Lamprotornis albicapillus
,27385,species,fissta1,Fischer's Starling,Lamprotornis fischeri
,27386,species,lbesta1,Lesser Blue-eared Starling,Lamprotornis chloropterus
,27387,issf,lbegls1,Lesser Blue-eared Starling (Lesser),Lamprotornis chloropterus chloropterus
,27388,issf,lbegls2,Lesser Blue-eared Starling (Miombo),Lamprotornis chloropterus elisabeth
,27389,species,stgsta1,Sharp-tailed Starling,Lamprotornis acuticaudus
,27392,species,gbesta1,Greater Blue-eared Starling,Lamprotornis chalybaeus
,27397,species,emesta1,Emerald Starling,Lamprotornis iris
,27398,species,pugsta1,Purple Starling,Lamprotornis purpureus
,27401,species,capgls1,Cape Starling,Lamprotornis nitens
,27402,species,btgsta1,Bronze-tailed Starling,Lamprotornis chalcurus
,27405,spuh,glossy1,Lamprotornis sp.,Lamprotornis sp.
,27406,spuh,y00757,myna/starling sp.,Sturnidae sp.
,27408,species,blumoc,Blue Mockingbird,Melanotis caerulescens
,27411,species,bawmoc1,Blue-and-white Mockingbird,Melanotis hypoleucus
,27412,species,blacat1,Black Catbird,Melanoptila glabrirostris
,27413,species,grycat,Gray Catbird,Dumetella carolinensis
,27414,species,whbthr1,White-breasted Thrasher,Ramphocinclus brachyurus
,27415,issf,whbthr3,White-breasted Thrasher (Martinique),Ramphocinclus brachyurus brachyurus
,27416,issf,whbthr4,White-breasted Thrasher (St. Lucia),Ramphocinclus brachyurus sanctaeluciae
,27417,species,scbthr,Scaly-breasted Thrasher,Allenia fusca
,27423,species,peethr1,Pearly-eyed Thrasher,Margarops fuscatus
,27428,slash,y01158,Scaly-breasted/Pearly-eyed Thrasher,Allenia fusca/Margarops fuscatus
,27429,species,brotre1,Brown Trembler,Cinclocerthia ruficauda
,27434,species,gratre1,Gray Trembler,Cinclocerthia gutturalis
,27437,slash,y01010,Brown/Gray Trembler,Cinclocerthia ruficauda/gutturalis
,27438,species,cubthr,Curve-billed Thrasher,Toxostoma curvirostre
,27439,issf,cubthr1,Curve-billed Thrasher (curvirostre Group),Toxostoma curvirostre [curvirostre Group]
,27443,issf,cubthr2,Curve-billed Thrasher (palmeri Group),Toxostoma curvirostre [palmeri Group]
,27448,species,ocethr1,Ocellated Thrasher,Toxostoma ocellatum
,27451,species,brnthr,Brown Thrasher,Toxostoma rufum
,27454,species,lobthr,Long-billed Thrasher,Toxostoma longirostre
,27457,hybrid,x00971,Curve-billed x Long-billed Thrasher (hybrid),Toxostoma curvirostre x longirostre
,27458,slash,y00329,Brown/Long-billed Thrasher,Toxostoma rufum/longirostre
,27459,species,cozthr1,Cozumel Thrasher,Toxostoma guttatum
,27460,species,benthr,Bendire's Thrasher,Toxostoma bendirei
,27464,slash,y00330,Curve-billed/Bendire's Thrasher,Toxostoma curvirostre/bendirei
,27465,species,grathr1,Gray Thrasher,Toxostoma cinereum
,27468,species,calthr,California Thrasher,Toxostoma redivivum
,27471,species,lecthr,LeConte's Thrasher,Toxostoma lecontei
,27472,issf,lecthr1,LeConte's Thrasher (LeConte's),Toxostoma lecontei lecontei/macmillanorum
,27475,issf,lecthr2,LeConte's Thrasher (Vizcaino),Toxostoma lecontei arenicola
,27476,species,crithr,Crissal Thrasher,Toxostoma crissale
,27481,hybrid,x00470,California x Crissal Thrasher (hybrid),Toxostoma redivivum x crissale
,27482,spuh,toxost1,Toxostoma sp.,Toxostoma sp.
,27483,species,sagthr,Sage Thrasher,Oreoscoptes montanus
,27484,species,chimoc1,Chilean Mockingbird,Mimus thenca
,27485,species,patmoc1,Patagonian Mockingbird,Mimus patagonicus
,27486,species,chbmoc1,Chalk-browed Mockingbird,Mimus saturninus
,27491,slash,y01189,Patagonian/Chalk-browed Mockingbird,Mimus patagonicus/saturninus
,27492,species,whbmoc1,White-banded Mockingbird,Mimus triurus
,27493,species,brbmoc1,Brown-backed Mockingbird,Mimus dorsalis
,27494,species,bahmoc,Bahama Mockingbird,Mimus gundlachii
,27497,species,galmoc1,Galapagos Mockingbird,Mimus parvulus
,27504,species,chamoc1,Floreana Mockingbird,Mimus trifasciatus
,27505,species,hoomoc1,Española Mockingbird,Mimus macdonaldi
,27506,species,chamoc2,San Cristobal Mockingbird,Mimus melanotis
,27507,species,lotmoc1,Long-tailed Mockingbird,Mimus longicaudatus
,27512,species,socmoc1,Socorro Mockingbird,Mimus graysoni
,27513,species,tromoc,Tropical Mockingbird,Mimus gilvus
,27514,issf,tromoc1,Tropical Mockingbird (Tropical),Mimus gilvus [gilvus Group]
,27524,issf,tromoc2,Tropical Mockingbird (San Andres),Mimus gilvus magnirostris
,27525,species,normoc,Northern Mockingbird,Mimus polyglottos
,27529,hybrid,x00907,Bahama x Northern Mockingbird (hybrid),Mimus gundlachii x polyglottos
,27530,hybrid,x00703,Tropical x Northern Mockingbird (hybrid),Mimus gilvus x polyglottos
,27531,slash,y01122,Tropical/Northern Mockingbird,Mimus gilvus/polyglottos
,27532,spuh,mimida1,Mimidae sp.,Mimidae sp.
,27534,species,granda1,Grandala,Grandala coelicolor
,27535,species,easblu,Eastern Bluebird,Sialia sialis
,27536,issf,easblu1,Eastern Bluebird (Eastern),Sialia sialis sialis/bermudensis
,27539,issf,easblu2,Eastern Bluebird (Mexican),Sialia sialis [guatemalae Group]
,27545,species,wesblu,Western Bluebird,Sialia mexicana
,27552,hybrid,x00972,Eastern x Western Bluebird (hybrid),Sialia sialis x mexicana
,27553,species,moublu,Mountain Bluebird,Sialia currucoides
,27554,hybrid,x00864,Eastern x Mountain Bluebird (hybrid),Sialia sialis x currucoides
,27555,hybrid,x00204,Western x Mountain Bluebird (hybrid),Sialia mexicana x currucoides
